base_card_uuid,uuid,face_change,name,type,power,toughness,loyalty,keywords,rules_text,flavor_text
3216d161-a43d-4a55-a14b-098061805409,0c561372-5ebf-4bc7-ba5d-b4a85905a2d3,transform,Lord of Lineage,Creature -- Vampire,5,5,NULL,"Flying,Transform",Flying\nOther Vampire creatures you control get +2/+2.\n{T}: Create a 2/2 black Vampire creature token with flying.,NULL
321bbf60-14a3-49b7-9401-0f2bb0660908,8e1d34c1-2274-464b-8cf2-9390c4124d56,transform,"Ulrich, Uncontested Alpha",Legendary Creature -- Werewolf,6,6,NULL,"Transform,Fight","Whenever this creature transforms into Ulrich, Uncontested Alpha, you may have it fight target non-Werewolf creature you don't control.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Ulrich, Uncontested Alpha.",NULL
3246089d-9540-433b-b845-5bc7c3798f65,5c68b743-0489-41a3-ba39-720e7de81d1f,art_series,Nighthawk Scavenger,Card,NULL,NULL,NULL,NULL,NULL,NULL
32779721-b021-4bd4-95d1-4a19b78d9faa,8f7fe7a8-503a-43c2-b97b-34e47efaf77d,modal_dfc,Blackbloom Bog,Land,NULL,NULL,NULL,Menace,Blackbloom Bog enters the battlefield tapped.\n{T}: Add {B}.,"""The Raimunza River flows along the branches of jaddi trees for miles before plunging down to feed Blackbloom Lake.""\n -- Exena, expedition rogue"
32d01194-41dd-4505-9274-d44da313b1eb,a02726c0-14ed-42e4-a9fe-4e40143c1463,modal_dfc,Grimclimb Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {B}.,"""My mother wanted me to take over the family dry goods business, but no. I had to come here.""\n -- Yavotz, Sea Gate Expeditionary House"
331b243d-f0a3-49b8-8a28-ff3a14600a2f,354c4c8b-e704-494b-aae5-0342ba9a370c,art_series,Grimclimb Pathway,Card,NULL,NULL,NULL,NULL,NULL,NULL
33209977-45c6-4cd8-915e-1cc72966a7ce,31e530c5-3107-455b-b1b6-ab2f0f8a190d,transform,"Liliana, Defiant Necromancer",Legendary Planeswalker -- Liliana,NULL,NULL,3,Lifelink,"+2: Each player discards a card.\n -- X: Return target nonlegendary creature card with converted mana cost X from your graveyard to the battlefield.\n -- 8: You get an emblem with ""Whenever a creature dies, return it to the battlefield under your control at the beginning of the next end step."" ",NULL
33e542ce-1106-489d-9563-bd62886b8ed3,577eeb8c-6836-4cec-bcfc-c092c365e0c4,transform,Flameheart Werewolf,Creature -- Werewolf,3,2,NULL,Transform,"Whenever Flameheart Werewolf blocks or becomes blocked by a creature, Flameheart Werewolf deals 2 damage to that creature.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Flameheart Werewolf.",NULL
340b660c-9aa1-4bd2-8c6f-d9af7fee5f4a,d209da25-d172-4a84-8958-55d1195e811f,transform,Ludevic's Abomination,Creature -- Lizard Horror,13,13,NULL,"Transform,Trample,Defender",Trample,"""After several frustrating experiments, the visionary Ludevic realized he needed to create a monster that fed on torch-wielding mobs."""
359d1b13-6156-43b0-a9a7-6bfff36c1a91,f944b97c-2c98-4ce1-82e2-0acfd74e28d1,transform,Awoken Horror,Creature -- Kraken Horror,7,8,NULL,"Transform,Defender","When this creature transforms into Awoken Horror, return all non-Horror creatures to their owners' hands.","""It serves as evidence of the ancient power of the deep, a reminder that the sea is the only thing worthy of reverence.""\n -- Runo Stromkirk"
366e9845-019d-47cc-adb8-8fbbaad35b6d,0901a87b-a8ee-4ab2-a62d-a03589590b6d,modal_dfc,Kabira Plateau,Land,NULL,NULL,NULL,NULL,Kabira Plateau enters the battlefield tapped.\n{T}: Add {W}.,"""Wise adventurers -- and clever beasties -- stick to the higher ground.""\n -- Kreq of Sunder Bay"
36d2e995-e21e-47a4-b9e0-09a729adde95,d5022b88-cfc9-4e7b-bcc7-759a6511d3d5,art_series,Island 1,Card,NULL,NULL,NULL,NULL,NULL,NULL
37002423-4984-45d2-8aa7-b1816fef6e91,26109f89-bcb9-4b50-a129-e941ad476deb,modal_dfc,Kazandu Valley,Land,NULL,NULL,NULL,Landfall,Kazandu Valley enters the battlefield tapped.\n{T}: Add {G}.,"""The elves stick to the trees. Here, where the trees welcome the sky and leave room for grazing herds -- this is our land.""\n -- Triel, Kazandu tuskcaller"
3802a09a-4a40-4a17-a1c3-1a2c1b299b71,76193464-5844-4b46-b915-51423d61f645,art_series,Murkwater Pathway,Card,NULL,NULL,NULL,NULL,NULL,NULL
38a44ab3-1bb1-489f-b39d-dec9c2e7f0c0,ff22ea0b-f10e-4836-8343-bca82cc73343,art_series,Dregscape Sliver,Card,NULL,NULL,NULL,NULL,NULL,NULL
392af78e-34d5-4b1b-8b29-0e702271e4d7,228baf9f-c872-485b-adde-a4d44d329232,transform,Spires of Orazca,Land,NULL,NULL,NULL,Transform,(Transforms from Thaumatic Compass.)\n{T}: Add {C}.\n{T}: Untap target attacking creature an opponent controls and remove it from combat.,""". . . a cryptic objective.""\n -- Jace Beleren"
3933326a-2014-4ac0-bfd3-8ff26e178920,448eacfa-5fa3-4171-aae6-8cb69b8f254f,modal_dfc,Searstep Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {R}.,NULL
3936517e-fcbb-4dce-80b1-ea2778dfe9de,5b4e38fe-433a-4412-a69a-9813c6c47a64,transform,"Chandra, Roaring Flame",Legendary Planeswalker -- Chandra,NULL,NULL,4,NULL,"+1: Chandra, Roaring Flame deals 2 damage to target player or planeswalker.\n -- 2: Chandra, Roaring Flame deals 2 damage to target creature.\n -- 7: Chandra, Roaring Flame deals 6 damage to each opponent. Each player dealt damage this way gets an emblem with ""At the beginning of your upkeep, this emblem deals 3 damage to you."" ",NULL
397ba02d-f347-46f7-b028-dd4ba55faa2f,59447ec7-075f-448e-82ee-850dcbfe1dbd,transform,Gold-Forge Garrison,Land,NULL,NULL,NULL,"Fight,Defender","(Transforms from Golden Guardian.)\n{T}: Add two mana of any one color.\n{4}, {T}: Create a 4/4 colorless Golem artifact creature token.","""An army of living gold for the golden city."""
3a7fd24e-84d8-405d-86e4-0571a9e23cc2,bae14867-d0dc-4a6c-bd7a-accc09d81985,modal_dfc,Vastwood Thicket,Land,NULL,NULL,NULL,NULL,Vastwood Thicket enters the battlefield tapped.\n{T}: Add {G}.,"""Never underestimate the ferocity of the imperative to thrive.""\n -- Eyza, Joraga guide"
3a98c51f-c55c-4bd9-853b-65b8bad5a29f,38166dfb-0c8d-4e1e-9d4b-f992ca0dccf7,double_faced_token,Wolf,Token Creature -- Wolf,2,2,NULL,NULL,NULL,NULL
3c16e98c-2773-41ef-b695-22cc8fe69f06,0a93d3e9-aafe-452c-8a7d-d67f8bcc6b31,art_series,Boulderloft Pathway,Card,NULL,NULL,NULL,NULL,NULL,NULL
3c52157c-aafa-4d6d-8d2d-3a471e6ee10c,4021c1c1-8a22-430f-bda4-0f72234814c4,transform,"Gideon, Battle-Forged",Legendary Planeswalker -- Gideon,NULL,NULL,3,NULL,"+2: Up to one target creature an opponent controls attacks Gideon, Battle-Forged during its controller's next turn if able.\n+1: Until your next turn, target creature gains indestructible. Untap that creature.\n0: Until end of turn, Gideon, Battle-Forged becomes a 4/4 Human Soldier creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn.",NULL
3d686db7-cd66-4d85-97a7-94263ef346e7,db3cbf84-9e96-46df-8480-69754644750a,transform,Lost Vale,Land,NULL,NULL,NULL,"Transform,Equip",(Transforms from Dowsing Dagger.)\n{T}: Add three mana of any one color.,"""The pirates had ventured into the interior for treasure. They found something far greater."""
3e2011f0-a640-4579-bd67-1dfbc09b8c09,7233ba41-13b8-4405-9c57-129e9b97c35e,transform,"Ulrich, Uncontested Alpha",Legendary Creature -- Werewolf,6,6,NULL,"Transform,Fight","Whenever this creature transforms into Ulrich, Uncontested Alpha, you may have it fight target non-Werewolf creature you don't control.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Ulrich, Uncontested Alpha.",NULL
3e6e015d-ba7e-4173-9b82-55dee1fefcc7,4f208489-4373-41b4-93e1-414ba0326120,art_series,Plains 1,Card,NULL,NULL,NULL,NULL,NULL,NULL
3f7f5ce2-5263-4f72-9a64-f2495ac146c5,c8ab3f77-0c6d-4bfa-a671-86c200cf4ee6,art_series,Swamp 1,Card,NULL,NULL,NULL,NULL,NULL,NULL
3f8a013a-fc88-4c13-9971-0888ac177c7a,c3275f3b-0687-4372-9d20-3b7d9caeb494,art_series,Malakir Blood-Priest,Card,NULL,NULL,NULL,NULL,NULL,NULL
409bbc0f-dd40-4de5-931b-a1eb2939dc8c,a381c700-d480-4348-b189-3727a7700ed1,art_series,Wrenn and Six,Card,NULL,NULL,NULL,NULL,NULL,NULL
41fc8b22-f6fe-4853-b80a-64ab70a41f1d,16acce1f-1e03-41e3-99f9-731af8fe9692,double_faced_token,Spirit,Token,NULL,NULL,NULL,Flying,NULL,NULL
424a8aa7-842c-49de-853f-eaffe27dc115,1671140d-750a-49b2-837b-23a1389908d6,art_series,Swamp 3,Card,NULL,NULL,NULL,NULL,NULL,NULL
440f9f10-6999-4cff-ab98-8aed77813b07,121317be-c864-4119-9b40-d40b2b187be2,transform,Bearer of Overwhelming Truths,Creature -- Human Wizard,3,2,NULL,"Prowess,Investigate,Transform","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\nWhenever Bearer of Overwhelming Truths deals combat damage to a player, investigate. (Create a colorless Clue artifact token with ""{2}, Sacrifice this artifact: Draw a card."")",NULL
44b0da54-3c2e-42d9-b46b-a67bb7fd10fe,7465b092-0b98-49dc-a6c4-c0f143678c98,double_faced_token,Booster Sleuth (cont'd),Card,NULL,NULL,NULL,NULL,"about the mystery card: converted mana cost, color, card type, and the number of words in its name. To do this, they choose and reveal cards one at a time.\nWhen each card is revealed, the Secretkeeper tells the Detective how many of the four facts that card and the mystery card have in common. Then the Detective may either guess the four facts or reveal another card to get more clues.\nThe Detective gets only one guess, and they must guess all four facts correctly to win. Once the Detective has guessed, the round ends and the players switch roles with a new pack.\nTO WIN:\nDiscover all four facts using as few cards as possible. The Detective who guesses correctly using the fewest clue cards wins! If neither player guessed correctly, or if there is a tie, play another round!",NULL
44deb8cf-b9d1-4a14-aeaf-e62cf3dc9ef2,63a8a5e8-b0ec-434d-99bc-138f0321479f,transform,Moonrise Intruder,Creature -- Werewolf,2,2,NULL,"Transform,Haste,Menace","Menace (This creature can't be blocked except by two or more creatures.)\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Moonrise Intruder.",NULL
44def54b-a321-4b39-b7d6-2b050a9f65b3,a4c4a104-6384-454d-9baf-36c425617d18,art_series,"Linvala, Shield of Sea Gate",Card,NULL,NULL,NULL,NULL,NULL,NULL
4570117d-c04b-4bdc-b804-21d49154721b,10a1a753-06f9-458f-9ee1-3f5df9f75082,transform,Vildin-Pack Alpha,Creature -- Werewolf,4,3,NULL,"Transform,Haste","Whenever a Werewolf enters the battlefield under your control, you may transform it.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Vildin-Pack Alpha.",NULL
45f8b0d6-285b-4da7-8203-64b5c3098e74,233a44aa-8a86-4901-b241-a61065a118c1,art_series,Plains 3,Card,NULL,NULL,NULL,NULL,NULL,NULL
460f7733-c0a6-4439-a313-7b26ae6ee15b,334cefef-f904-4276-953d-cb0f331b1d37,transform,Dronepack Kindred,Creature -- Eldrazi Werewolf,5,7,NULL,"Transform,Trample",Trample\n{1}: Dronepack Kindred gets +1/+0 until end of turn.,"""These new terrors will not recede with the setting of the moon."""
466f7f14-72b7-46c9-b8d6-a99bf92c4089,5b7c80cc-9a74-4fcd-bcf6-5adf366ce152,transform,Insidious Mist,Creature -- Elemental,0,1,NULL,"Indestructible,Transform,Hexproof","Hexproof, indestructible\nInsidious Mist can't block and can't be blocked.\nWhenever Insidious Mist attacks and isn't blocked, you may pay {2}{B}. If you do, transform it.",NULL
46bf5e2b-869f-480e-ac37-1bdb40a92f8c,fbf15a6a-f784-4f0d-bbcf-1edf65f65042,double_faced_token,Treasure,Token Artifact -- Treasure,NULL,NULL,NULL,Menace,"{T}, Sacrifice this artifact: Add one mana of any color.",NULL
499c2b20-e83e-40ff-919e-1d134ad50c0a,b918a128-d549-44de-b193-e1d69e8ff5ea,modal_dfc,"Agadeem, the Undercrypt",Land,NULL,NULL,NULL,NULL,"As Agadeem, the Undercrypt enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {B}.",NULL
4a8e4f61-007b-4ae1-91d5-b8c3028925b4,0dff3c11-06a3-411c-bae6-c65e68851c18,modal_dfc,Glasspool Shore,Land,NULL,NULL,NULL,NULL,Glasspool Shore enters the battlefield tapped.\n{T}: Add {U}.,"""Past and possibility come together in the vastness of infinite reflection.""\n -- Ashen Wal, Akoum Expeditionary House"
4ac2b852-92b2-4daf-9d1f-f71d3b27c241,aba385b8-0709-4458-aafc-4b1b982df450,double_faced_token,Demon,Token Creature -- Demon,5,5,NULL,Flying,Flying,NULL
4b43b0cb-a5a3-47b4-9b6b-9d2638222bb6,a91f152b-4318-427e-bd17-d7c9190e7205,transform,Krallenhorde Wantons,Creature -- Werewolf,7,7,NULL,Transform,"At the beginning of each upkeep, if a player cast two or more spells last turn, transform Krallenhorde Wantons.","""The boot prints became paw prints, and they led right back into town."""
4ca05921-d3bd-4c39-8b37-243658a2f23f,36ee939c-3beb-4373-ace9-5d960b4370ff,transform,"Itlimoc, Cradle of the Sun",Legendary Land,NULL,NULL,NULL,Transform,(Transforms from Growing Rites of Itlimoc.)\n{T}: Add {G}.\n{T}: Add {G} for each creature you control.,"""Before the Sun Empire was born, humans and merfolk joined their magic to invoke a blessing of fertility on the land."""
4d171fae-6c67-401d-84af-322cb300a078,f8b13045-c212-4224-b9c4-a52e219232f1,transform,Sanctum of the Sun,Legendary Land,NULL,NULL,NULL,Transform,"(Transforms from Azor's Gateway.)\n{T}: Add X mana of any one color, where X is your life total.","""As soon as Jace laid eyes on the great sphinx's chamber, the shards of memory began sliding into place."""
4d553078-afaf-42db-879b-fb4cb4d25742,f3606cfa-671d-4627-9f5c-6f5bfd2947e8,transform,Ravager of the Fells,Creature -- Werewolf,4,4,NULL,"Transform,Trample","Trample\nWhenever this creature transforms into Ravager of the Fells, it deals 2 damage to target opponent or planeswalker and 2 damage to up to one target creature that player or that planeswalker's controller controls.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Ravager of the Fells.",NULL
4dea7c9f-ce66-447b-9f1b-d9bca5806153,34940004-9673-4e81-9ed4-4f5be7b50788,transform,Unimpeded Trespasser,Creature -- Spirit,3,3,NULL,"Skulk,Transform",Unimpeded Trespasser can't be blocked.,"""Knocking was simply a formality."""
4e3690fa-627e-4b3b-b517-e2cd1b4bbdd0,37b413ce-d17f-49b6-9ec3-af623bf55883,double_faced_token,Thopter,Token Artifact Creature -- Thopter,1,1,NULL,Flying,Flying,NULL
4ee6e3d4-8c42-4632-b573-1ef0f2dc2030,80d1a612-1de4-414b-b8b8-bf720e933c8e,transform,"Adanto, the First Fort",Legendary Land,NULL,NULL,NULL,Transform,"(Transforms from Legion's Landing.)\n{T}: Add {W}.\n{2}{W}, {T}: Create a 1/1 white Vampire creature token with lifelink.",NULL
4f153ca0-0e55-4f3c-9780-570708844fd3,b4c3cb8b-ea17-4875-b534-7bfeb6ca4bc8,double_faced_token,Zombie,Token Creature -- Zombie,2,2,NULL,NULL,NULL,NULL
501ceec3-c196-4db4-980d-31edf6232acf,4245c62c-cc01-4c23-a70f-8160c8b39fc4,modal_dfc,Slitherbore Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {G}.,NULL
51054b4c-6d4c-44fe-b137-ae98c1cf994a,2a5c4e81-d144-4920-80db-88dac5794e06,modal_dfc,Murkwater Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {B}.,"""Here, at least, the danger is usually in plain sight.""\n -- Zahr Gada, Halimar expedition leader"
514d53be-6ade-4f73-a844-e9ae2dafd6ce,e7209c30-5c26-4055-a232-b860519324d2,transform,Lost Vale,Land,NULL,NULL,NULL,"Transform,Equip",(Transforms from Dowsing Dagger.)\n{T}: Add three mana of any one color.,"""The pirates had ventured into the interior for treasure. They found something far greater."""
51da2aee-d438-436e-a62b-1548bd5d56b9,99c7c2a0-75d5-417f-90e6-54191274cdde,modal_dfc,Boulderloft Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {W}.,"""The path is stable. It's the gusts all around it that are a bit 'whoosh -- oops -- bye.'""\n -- Kreq of Sunder Bay"
52e1478f-e86d-4b82-adbf-a733510473c2,83cf5b9d-bfc6-4595-84b0-582f92d00c7a,art_series,"Yasharn, Implacable Earth",Card,NULL,NULL,NULL,NULL,NULL,NULL
5360dd31-89f9-462c-9279-94890c417b42,0db2646b-7f4a-47a5-ad55-7925086e8918,art_series,"Tazri, Beacon of Unity",Card,NULL,NULL,NULL,NULL,NULL,NULL
53f040c8-e12f-4248-949d-275a84526886,9aea9f42-c39d-456b-a054-0c0e7274d15e,art_series,Umara Wizard,Card,NULL,NULL,NULL,NULL,NULL,NULL
54967b01-e160-42ad-afe2-59d1e19d45ec,84633995-6001-4f26-878f-69fb67a8f542,art_series,Waterlogged Grove,Card,NULL,NULL,NULL,NULL,NULL,NULL
5509eee0-0747-4838-a190-415f2d5f2999,1be8a279-b919-4a46-911f-abe026c09dd5,art_series,Zhalfirin Decoy,Card,NULL,NULL,NULL,NULL,NULL,NULL
560c1129-b375-4bb7-9595-9ca92945e5bd,5abc18db-f40f-4149-a550-6a5b3e7f2e9e,transform,Lost Vale,Land,NULL,NULL,NULL,"Transform,Equip",(Transforms from Dowsing Dagger.)\n{T}: Add three mana of any one color.,"""The pirates had ventured into the interior for treasure. They found something far greater."""
5646ea19-0025-4f88-ad22-36968a1d3b89,004e4011-edd2-4be6-9696-d3aac700061c,transform,Princess Luna,Legendary Creature -- Alicorn,4,4,NULL,"Flying,Transform","Flying\nWhen this creature transforms into Princess Luna, choose up to six cards you own from outside the game with a moon in their art, then exile those cards. As long as those cards remain exiled, you may cast them, and your friends may cast them with your permission. (Gifts are appreciated.)",NULL
570767f5-b9e0-48d2-bb07-7cdf195c4793,e78a36a8-8de1-451c-b9a3-32f99bcb59a9,modal_dfc,Glasspool Shore,Land,NULL,NULL,NULL,NULL,Glasspool Shore enters the battlefield tapped.\n{T}: Add {U}.,"""Past and possibility come together in the vastness of infinite reflection.""\n -- Ashen Wal, Akoum Expeditionary House"
57b42a79-ba8a-464b-8228-9fdb6ce8badf,581b7636-1f30-49a1-8b62-3486afb5a1f9,art_series,Endling,Card,NULL,NULL,NULL,NULL,NULL,NULL
57c0e869-9324-4352-899c-61c0cc5484b9,26fb658d-bdf8-491b-a229-dfa52f0f2e94,transform,Primal Wellspring,Land,NULL,NULL,NULL,Transform,"(Transforms from Primal Amulet.)\n{T}: Add one mana of any color. When that mana is spent to cast an instant or sorcery spell, copy that spell and you may choose new targets for the copy.",NULL
57f0907f-74f4-4d86-93df-f2e50c9d0b2f,2f9c3c28-b532-4e51-a5b5-900f5085b52d,transform,Gatstaf Howler,Creature -- Werewolf,3,3,NULL,"Transform,Intimidate","Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Gatstaf Howler.",NULL
58ae9cbc-d88d-42df-ab76-63ab5d05c023,21638ce9-f46a-4584-bf63-225b9a65a991,transform,Thraben Militia,Creature -- Human Soldier,5,4,NULL,"Vigilance,Transform,Trample",Trample,"""The time for grief is over. The time for retribution has begun."""
58c39df6-b237-40d1-bdcb-2fe5d05392a9,ee7d9efd-474a-4e09-9056-90a47b7abba3,transform,"Gideon, Battle-Forged",Legendary Planeswalker -- Gideon,NULL,NULL,3,NULL,"+2: Up to one target creature an opponent controls attacks Gideon, Battle-Forged during its controller's next turn if able.\n+1: Until your next turn, target creature gains indestructible. Untap that creature.\n0: Until end of turn, Gideon, Battle-Forged becomes a 4/4 Human Soldier creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn.",NULL
5a561f84-5696-44a5-8dc1-227af883341d,9fb8bbad-0e0e-4bb0-b3cd-8cf138e7d0d7,double_faced_token,Zombie,Token,NULL,NULL,NULL,NULL,NULL,NULL
5adcb500-8c77-4925-8e2c-1243502827d1,3fb9eb2d-be89-4044-b13b-c5de62143432,modal_dfc,Glasspool Shore,Land,NULL,NULL,NULL,NULL,Glasspool Shore enters the battlefield tapped.\n{T}: Add {U}.,"""Past and possibility come together in the vastness of infinite reflection.""\n -- Ashen Wal, Akoum Expeditionary House"
5c1794a3-4428-44c1-85ec-d9f18d537ef6,f6576564-1be8-49b4-b21f-5cc569abcff5,art_series,Morphic Pool,Card,NULL,NULL,NULL,NULL,NULL,NULL
5c1a55f2-36c2-4434-896c-c43d43e7095c,db0bd1f9-045e-4439-a778-54a651ae42d6,modal_dfc,"Agadeem, the Undercrypt",Land,NULL,NULL,NULL,NULL,"As Agadeem, the Undercrypt enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {B}.","""Here below the hedron fields, souls and secrets lie entombed.""\n -- Vivias, Witch Vessel"
5c6fae9e-9371-4813-a0de-5cf586ff4a21,34948962-0c37-4321-845d-abd5d7dd7b20,modal_dfc,"Sea Gate, Reborn",Land,NULL,NULL,NULL,NULL,"As Sea Gate, Reborn enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {U}.","""We carry on the legacy of those who defended our world by continuing to unearth its secrets.""\n -- Tazri"
5cc2ac21-d31f-4a0d-956a-dabb6e1f3b5a,a1c02f13-7e5f-49c7-b63f-702235f831f1,transform,Ashmouth Blade,Artifact -- Equipment,NULL,NULL,NULL,"Transform,Equip",Equipped creature gets +3/+3 and has first strike.\nEquip {3},"""Its previous owners had some stories to share, I'm certain.""\n -- Old Rutstein"
5cc7528c-d60e-486e-9610-c349dd4e8e62,93e72150-9f9c-4d7a-975b-9505c33a3def,modal_dfc,Lavaglide Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {R}.,"""Don't fear the heat. Just let it lift you up.""\n -- Amandi, kitesail expert"
5ce49e07-ab8e-4c5a-a6ff-8217536a3590,7d909edd-980a-4a57-b6ba-7162829d4fd7,art_series,Angel of Destiny,Card,NULL,NULL,NULL,NULL,NULL,NULL
5cf70d25-9de9-4c3a-a52f-be17831e5695,00365be0-f51f-4a45-ab8f-e54fac647eef,double_faced_token,Saproling,Token Creature -- Saproling,1,1,NULL,NULL,NULL,NULL
5cf835fb-4953-486c-aed2-2208ca31df31,484f7c11-49a1-44fd-bd98-e91c64448de2,transform,Howlpack Alpha,Creature -- Werewolf,3,3,NULL,Transform,"Each other creature you control that's a Werewolf or a Wolf gets +1/+1.\nAt the beginning of your end step, create a 2/2 green Wolf creature token.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Howlpack Alpha.",NULL
5d4f97b9-996a-4203-8a08-e65db85d3e19,6dac7200-550c-48e2-8290-998f838a8ba1,art_series,Ingenious Infiltrator,Card,NULL,NULL,NULL,NULL,NULL,NULL
5d9e999f-7033-4ccd-933a-eac4105b3edc,bd42df98-1c59-48bc-a2cc-0a9ea7c80caf,double_faced_token,Vampire,Token,NULL,NULL,NULL,Flying,NULL,NULL
5da58367-4a96-46d7-bd27-ef85979e5d23,51246d94-9671-420e-a7d9-7391071658c3,art_series,"Omnath, Locus of Creation",Card,NULL,NULL,NULL,NULL,NULL,NULL
5dfa0e82-da04-418b-9c60-038f3c2c31a5,cb80188d-7fbc-4bc3-bcd3-cb0644c02cc6,modal_dfc,Boulderloft Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {W}.,NULL
5e3c90fd-eefe-4617-990c-c19624421205,959f6c89-27b8-4474-823a-e076319537c6,art_series,Throes of Chaos,Card,NULL,NULL,NULL,NULL,NULL,NULL
5e5288f2-b27e-4009-b537-d19f61b34c4a,ad3bacef-374a-4447-abec-a2a4f16a5aba,modal_dfc,Timbercrown Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {G}.,NULL
5f233ff1-5a4a-47d3-b3d5-6a00a7a00732,bf7d9b32-16a5-461e-b06f-9125c9991c33,transform,Conqueror's Foothold,Land,NULL,NULL,NULL,Crew,"(Transforms from Conqueror's Galleon.)\n{T}: Add {C}.\n{2}, {T}: Draw a card, then discard a card.\n{4}, {T}: Draw a card.\n{6}, {T}: Return target card from your graveyard to your hand.",NULL
5f411f08-45dd-4d73-8894-daf51c175150,f62c7d32-b415-4071-88a4-0c1a9ccb9933,modal_dfc,Beyeen Coast,Land,NULL,NULL,NULL,NULL,Beyeen Coast enters the battlefield tapped.\n{T}: Add {U}.,"""Stay close to my light. You don't want to get lost on the rocks.""\n -- Jejenar, Silundi lullmage"
5f8c2114-edab-4603-893e-df8c77ae604f,1ad4bd3b-8daf-4dda-bb8d-6cd41694818f,modal_dfc,"Agadeem, the Undercrypt",Land,NULL,NULL,NULL,NULL,"As Agadeem, the Undercrypt enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {B}.","""Here below the hedron fields, souls and secrets lie entombed.""\n -- Vivias, Witch Vessel"
609d3ecf-f88d-4268-a8d3-4bf2bcf5df60,5f51800b-4e72-4ad1-a7c1-713343350032,modal_dfc,Malakir Mire,Land,NULL,NULL,NULL,NULL,Malakir Mire enters the battlefield tapped.\n{T}: Add {B}.,"""Getting into Malakir isn't difficult. It's getting out that's the hard part.""\n -- Doros, expedition guide"
60ca146d-4e88-4e87-a775-9cfbc9e6b9f2,5b2132ba-3020-4a7f-b3d3-9bd389bd80be,double_faced_token,Elemental,Token Creature -- Elemental,0,1,NULL,NULL,"At the beginning of your upkeep, sacrifice this creature and return target card named Rekindling Phoenix from your graveyard to the battlefield. It gains haste until end of turn.",NULL
610def80-1303-488e-bfd9-4a27f031d20e,6f7f1adf-d522-40d3-9e29-416676fe441c,double_faced_token,Beast,Token,NULL,NULL,NULL,NULL,NULL,NULL
6151cae7-92a4-4891-a952-21def412d3e4,fbfbc21b-1a17-4f0d-bfbb-df82d2b12acd,transform,Rampaging Werewolf,Creature -- Werewolf,6,4,NULL,Transform,"At the beginning of each upkeep, if a player cast two or more spells last turn, transform Rampaging Werewolf.","""Just look at him, groveling on all fours! What a pathetic -- uh-oh."""
61bd69ea-1e9e-46b0-b1a1-ed7fdbe3deb6,5eaa24ad-e15f-4f72-8cfd-6a9f3a5a3f37,modal_dfc,"Turntimber, Serpentine Wood",Land,NULL,NULL,NULL,NULL,"As Turntimber, Serpentine Wood enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {G}.","""The trees here twist around spikes of mana, feeding off the flowing power.""\n -- Jori En, expedition leader"
637b8138-696b-45c6-822d-d5fd4f128b59,20968ee0-dfb2-44f1-9da4-90bb7ad6ec2d,art_series,Warteye Witch,Card,NULL,NULL,NULL,NULL,NULL,NULL
63b2b7cd-a51d-4e50-b794-a52731196973,c77286ef-a7b6-407f-b954-fa9ba089aa13,transform,"Nissa, Sage Animist",Legendary Planeswalker -- Nissa,NULL,NULL,3,NULL,"+1: Reveal the top card of your library. If it's a land card, put it onto the battlefield. Otherwise, put it into your hand.\n -- 2: Create Ashaya, the Awoken World, a legendary 4/4 green Elemental creature token.\n -- 7: Untap up to six target lands. They become 6/6 Elemental creatures. They're still lands.",NULL
64213cc2-e8f3-431c-841b-3686e08cada2,6e4f8009-a879-478e-9a7f-6d388d5859af,art_series,"Moraug, Fury of Akoum",Card,NULL,NULL,NULL,NULL,NULL,NULL
