id,base_card_uuid,face_change,name,type,power,toughness,loyalty,mana_cost,keywords,rules_text,flavor_text
109,392af78e-34d5-4b1b-8b29-0e702271e4d7,transform,Spires of Orazca,Land,NULL,NULL,NULL,NULL,Transform,(Transforms from Thaumatic Compass.)\n{T}: Add {C}.\n{T}: Untap target attacking creature an opponent controls and remove it from combat.,""". . . a cryptic objective.""\n -- Jace Beleren"
111,3936517e-fcbb-4dce-80b1-ea2778dfe9de,transform,"Chandra, Roaring Flame",Legendary Planeswalker -- Chandra,NULL,NULL,4,NULL,NULL,"+1: Chandra, Roaring Flame deals 2 damage to target player or planeswalker.\n -- 2: Chandra, Roaring Flame deals 2 damage to target creature.\n -- 7: Chandra, Roaring Flame deals 6 damage to each opponent. Each player dealt damage this way gets an emblem with ""At the beginning of your upkeep, this emblem deals 3 damage to you."" ",NULL
112,397ba02d-f347-46f7-b028-dd4ba55faa2f,transform,Gold-Forge Garrison,Land,NULL,NULL,NULL,NULL,"Fight,Defender","(Transforms from Golden Guardian.)\n{T}: Add two mana of any one color.\n{4}, {T}: Create a 4/4 colorless Golem artifact creature token.","""An army of living gold for the golden city."""
113,3a7fd24e-84d8-405d-86e4-0571a9e23cc2,modal_dfc,Vastwood Thicket,Land,NULL,NULL,NULL,NULL,NULL,Vastwood Thicket enters the battlefield tapped.\n{T}: Add {G}.,"""Never underestimate the ferocity of the imperative to thrive.""\n -- Eyza, Joraga guide"
114,3a98c51f-c55c-4bd9-853b-65b8bad5a29f,double_faced_token,Wolf,Token Creature -- Wolf,2,2,NULL,NULL,NULL,NULL,NULL
115,3c16e98c-2773-41ef-b695-22cc8fe69f06,art_series,Boulderloft Pathway,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,3c52157c-aafa-4d6d-8d2d-3a471e6ee10c,transform,"Gideon, Battle-Forged",Legendary Planeswalker -- Gideon,NULL,NULL,3,NULL,NULL,"+2: Up to one target creature an opponent controls attacks Gideon, Battle-Forged during its controller's next turn if able.\n+1: Until your next turn, target creature gains indestructible. Untap that creature.\n0: Until end of turn, Gideon, Battle-Forged becomes a 4/4 Human Soldier creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn.",NULL
117,3d686db7-cd66-4d85-97a7-94263ef346e7,transform,Lost Vale,Land,NULL,NULL,NULL,NULL,"Transform,Equip",(Transforms from Dowsing Dagger.)\n{T}: Add three mana of any one color.,"""The pirates had ventured into the interior for treasure. They found something far greater."""
118,3e2011f0-a640-4579-bd67-1dfbc09b8c09,transform,"Ulrich, Uncontested Alpha",Legendary Creature -- Werewolf,6,6,NULL,NULL,"Transform,Fight","Whenever this creature transforms into Ulrich, Uncontested Alpha, you may have it fight target non-Werewolf creature you don't control.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Ulrich, Uncontested Alpha.",NULL
119,3e6e015d-ba7e-4173-9b82-55dee1fefcc7,art_series,Plains 1,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120,3f7f5ce2-5263-4f72-9a64-f2495ac146c5,art_series,Swamp 1,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121,3f8a013a-fc88-4c13-9971-0888ac177c7a,art_series,Malakir Blood-Priest,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122,409bbc0f-dd40-4de5-931b-a1eb2939dc8c,art_series,Wrenn and Six,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123,41fc8b22-f6fe-4853-b80a-64ab70a41f1d,double_faced_token,Spirit,Token,NULL,NULL,NULL,NULL,Flying,NULL,NULL
124,424a8aa7-842c-49de-853f-eaffe27dc115,art_series,Swamp 3,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125,440f9f10-6999-4cff-ab98-8aed77813b07,transform,Bearer of Overwhelming Truths,Creature -- Human Wizard,3,2,NULL,NULL,"Prowess,Investigate,Transform","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\nWhenever Bearer of Overwhelming Truths deals combat damage to a player, investigate. (Create a colorless Clue artifact token with ""{2}, Sacrifice this artifact: Draw a card."")",NULL
126,44b0da54-3c2e-42d9-b46b-a67bb7fd10fe,double_faced_token,Booster Sleuth (cont'd),Card,NULL,NULL,NULL,NULL,NULL,"about the mystery card: converted mana cost, color, card type, and the number of words in its name. To do this, they choose and reveal cards one at a time.\nWhen each card is revealed, the Secretkeeper tells the Detective how many of the four facts that card and the mystery card have in common. Then the Detective may either guess the four facts or reveal another card to get more clues.\nThe Detective gets only one guess, and they must guess all four facts correctly to win. Once the Detective has guessed, the round ends and the players switch roles with a new pack.\nTO WIN:\nDiscover all four facts using as few cards as possible. The Detective who guesses correctly using the fewest clue cards wins! If neither player guessed correctly, or if there is a tie, play another round!",NULL
127,44deb8cf-b9d1-4a14-aeaf-e62cf3dc9ef2,transform,Moonrise Intruder,Creature -- Werewolf,2,2,NULL,NULL,"Transform,Haste,Menace","Menace (This creature can't be blocked except by two or more creatures.)\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Moonrise Intruder.",NULL
128,44def54b-a321-4b39-b7d6-2b050a9f65b3,art_series,"Linvala, Shield of Sea Gate",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
129,4570117d-c04b-4bdc-b804-21d49154721b,transform,Vildin-Pack Alpha,Creature -- Werewolf,4,3,NULL,NULL,"Transform,Haste","Whenever a Werewolf enters the battlefield under your control, you may transform it.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Vildin-Pack Alpha.",NULL
130,45f8b0d6-285b-4da7-8203-64b5c3098e74,art_series,Plains 3,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,460f7733-c0a6-4439-a313-7b26ae6ee15b,transform,Dronepack Kindred,Creature -- Eldrazi Werewolf,5,7,NULL,NULL,"Transform,Trample",Trample\n{1}: Dronepack Kindred gets +1/+0 until end of turn.,"""These new terrors will not recede with the setting of the moon."""
132,466f7f14-72b7-46c9-b8d6-a99bf92c4089,transform,Insidious Mist,Creature -- Elemental,0,1,NULL,NULL,"Indestructible,Transform,Hexproof","Hexproof, indestructible\nInsidious Mist can't block and can't be blocked.\nWhenever Insidious Mist attacks and isn't blocked, you may pay {2}{B}. If you do, transform it.",NULL
133,46bf5e2b-869f-480e-ac37-1bdb40a92f8c,double_faced_token,Treasure,Token Artifact -- Treasure,NULL,NULL,NULL,NULL,Menace,"{T}, Sacrifice this artifact: Add one mana of any color.",NULL
134,499c2b20-e83e-40ff-919e-1d134ad50c0a,modal_dfc,"Agadeem, the Undercrypt",Land,NULL,NULL,NULL,NULL,NULL,"As Agadeem, the Undercrypt enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {B}.",NULL
135,4a8e4f61-007b-4ae1-91d5-b8c3028925b4,modal_dfc,Glasspool Shore,Land,NULL,NULL,NULL,NULL,NULL,Glasspool Shore enters the battlefield tapped.\n{T}: Add {U}.,"""Past and possibility come together in the vastness of infinite reflection.""\n -- Ashen Wal, Akoum Expeditionary House"
136,4ac2b852-92b2-4daf-9d1f-f71d3b27c241,double_faced_token,Demon,Token Creature -- Demon,5,5,NULL,NULL,Flying,Flying,NULL
137,4b43b0cb-a5a3-47b4-9b6b-9d2638222bb6,transform,Krallenhorde Wantons,Creature -- Werewolf,7,7,NULL,NULL,Transform,"At the beginning of each upkeep, if a player cast two or more spells last turn, transform Krallenhorde Wantons.","""The boot prints became paw prints, and they led right back into town."""
138,4ca05921-d3bd-4c39-8b37-243658a2f23f,transform,"Itlimoc, Cradle of the Sun",Legendary Land,NULL,NULL,NULL,NULL,Transform,(Transforms from Growing Rites of Itlimoc.)\n{T}: Add {G}.\n{T}: Add {G} for each creature you control.,"""Before the Sun Empire was born, humans and merfolk joined their magic to invoke a blessing of fertility on the land."""
139,4d171fae-6c67-401d-84af-322cb300a078,transform,Sanctum of the Sun,Legendary Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Azor's Gateway.)\n{T}: Add X mana of any one color, where X is your life total.","""As soon as Jace laid eyes on the great sphinx's chamber, the shards of memory began sliding into place."""
140,4d553078-afaf-42db-879b-fb4cb4d25742,transform,Ravager of the Fells,Creature -- Werewolf,4,4,NULL,NULL,"Transform,Trample","Trample\nWhenever this creature transforms into Ravager of the Fells, it deals 2 damage to target opponent or planeswalker and 2 damage to up to one target creature that player or that planeswalker's controller controls.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Ravager of the Fells.",NULL
141,4dea7c9f-ce66-447b-9f1b-d9bca5806153,transform,Unimpeded Trespasser,Creature -- Spirit,3,3,NULL,NULL,"Skulk,Transform",Unimpeded Trespasser can't be blocked.,"""Knocking was simply a formality."""
142,4e3690fa-627e-4b3b-b517-e2cd1b4bbdd0,double_faced_token,Thopter,Token Artifact Creature -- Thopter,1,1,NULL,NULL,Flying,Flying,NULL
143,4ee6e3d4-8c42-4632-b573-1ef0f2dc2030,transform,"Adanto, the First Fort",Legendary Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Legion's Landing.)\n{T}: Add {W}.\n{2}{W}, {T}: Create a 1/1 white Vampire creature token with lifelink.",NULL
144,4f153ca0-0e55-4f3c-9780-570708844fd3,double_faced_token,Zombie,Token Creature -- Zombie,2,2,NULL,NULL,NULL,NULL,NULL
146,51054b4c-6d4c-44fe-b137-ae98c1cf994a,modal_dfc,Murkwater Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {B}.,"""Here, at least, the danger is usually in plain sight.""\n -- Zahr Gada, Halimar expedition leader"
147,514d53be-6ade-4f73-a844-e9ae2dafd6ce,transform,Lost Vale,Land,NULL,NULL,NULL,NULL,"Transform,Equip",(Transforms from Dowsing Dagger.)\n{T}: Add three mana of any one color.,"""The pirates had ventured into the interior for treasure. They found something far greater."""
148,51da2aee-d438-436e-a62b-1548bd5d56b9,modal_dfc,Boulderloft Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {W}.,"""The path is stable. It's the gusts all around it that are a bit 'whoosh -- oops -- bye.'""\n -- Kreq of Sunder Bay"
149,52e1478f-e86d-4b82-adbf-a733510473c2,art_series,"Yasharn, Implacable Earth",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
150,5360dd31-89f9-462c-9279-94890c417b42,art_series,"Tazri, Beacon of Unity",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,53f040c8-e12f-4248-949d-275a84526886,art_series,Umara Wizard,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
152,54967b01-e160-42ad-afe2-59d1e19d45ec,art_series,Waterlogged Grove,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
153,5509eee0-0747-4838-a190-415f2d5f2999,art_series,Zhalfirin Decoy,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,560c1129-b375-4bb7-9595-9ca92945e5bd,transform,Lost Vale,Land,NULL,NULL,NULL,NULL,"Transform,Equip",(Transforms from Dowsing Dagger.)\n{T}: Add three mana of any one color.,"""The pirates had ventured into the interior for treasure. They found something far greater."""
155,5646ea19-0025-4f88-ad22-36968a1d3b89,transform,Princess Luna,Legendary Creature -- Alicorn,4,4,NULL,NULL,"Flying,Transform","Flying\nWhen this creature transforms into Princess Luna, choose up to six cards you own from outside the game with a moon in their art, then exile those cards. As long as those cards remain exiled, you may cast them, and your friends may cast them with your permission. (Gifts are appreciated.)",NULL
156,570767f5-b9e0-48d2-bb07-7cdf195c4793,modal_dfc,Glasspool Shore,Land,NULL,NULL,NULL,NULL,NULL,Glasspool Shore enters the battlefield tapped.\n{T}: Add {U}.,"""Past and possibility come together in the vastness of infinite reflection.""\n -- Ashen Wal, Akoum Expeditionary House"
157,57b42a79-ba8a-464b-8228-9fdb6ce8badf,art_series,Endling,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
158,57c0e869-9324-4352-899c-61c0cc5484b9,transform,Primal Wellspring,Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Primal Amulet.)\n{T}: Add one mana of any color. When that mana is spent to cast an instant or sorcery spell, copy that spell and you may choose new targets for the copy.",NULL
159,57f0907f-74f4-4d86-93df-f2e50c9d0b2f,transform,Gatstaf Howler,Creature -- Werewolf,3,3,NULL,NULL,"Transform,Intimidate","Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Gatstaf Howler.",NULL
160,58ae9cbc-d88d-42df-ab76-63ab5d05c023,transform,Thraben Militia,Creature -- Human Soldier,5,4,NULL,NULL,"Vigilance,Transform,Trample",Trample,"""The time for grief is over. The time for retribution has begun."""
161,58c39df6-b237-40d1-bdcb-2fe5d05392a9,transform,"Gideon, Battle-Forged",Legendary Planeswalker -- Gideon,NULL,NULL,3,NULL,NULL,"+2: Up to one target creature an opponent controls attacks Gideon, Battle-Forged during its controller's next turn if able.\n+1: Until your next turn, target creature gains indestructible. Untap that creature.\n0: Until end of turn, Gideon, Battle-Forged becomes a 4/4 Human Soldier creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn.",NULL
162,5a561f84-5696-44a5-8dc1-227af883341d,double_faced_token,Zombie,Token,NULL,NULL,NULL,NULL,NULL,NULL,NULL
163,5adcb500-8c77-4925-8e2c-1243502827d1,modal_dfc,Glasspool Shore,Land,NULL,NULL,NULL,NULL,NULL,Glasspool Shore enters the battlefield tapped.\n{T}: Add {U}.,"""Past and possibility come together in the vastness of infinite reflection.""\n -- Ashen Wal, Akoum Expeditionary House"
164,5c1794a3-4428-44c1-85ec-d9f18d537ef6,art_series,Morphic Pool,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,5c1a55f2-36c2-4434-896c-c43d43e7095c,modal_dfc,"Agadeem, the Undercrypt",Land,NULL,NULL,NULL,NULL,NULL,"As Agadeem, the Undercrypt enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {B}.","""Here below the hedron fields, souls and secrets lie entombed.""\n -- Vivias, Witch Vessel"
166,5c6fae9e-9371-4813-a0de-5cf586ff4a21,modal_dfc,"Sea Gate, Reborn",Land,NULL,NULL,NULL,NULL,NULL,"As Sea Gate, Reborn enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {U}.","""We carry on the legacy of those who defended our world by continuing to unearth its secrets.""\n -- Tazri"
167,5cc2ac21-d31f-4a0d-956a-dabb6e1f3b5a,transform,Ashmouth Blade,Artifact -- Equipment,NULL,NULL,NULL,NULL,"Transform,Equip",Equipped creature gets +3/+3 and has first strike.\nEquip {3},"""Its previous owners had some stories to share, I'm certain.""\n -- Old Rutstein"
168,5cc7528c-d60e-486e-9610-c349dd4e8e62,modal_dfc,Lavaglide Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {R}.,"""Don't fear the heat. Just let it lift you up.""\n -- Amandi, kitesail expert"
169,5ce49e07-ab8e-4c5a-a6ff-8217536a3590,art_series,Angel of Destiny,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
170,5cf70d25-9de9-4c3a-a52f-be17831e5695,double_faced_token,Saproling,Token Creature -- Saproling,1,1,NULL,NULL,NULL,NULL,NULL
171,5cf835fb-4953-486c-aed2-2208ca31df31,transform,Howlpack Alpha,Creature -- Werewolf,3,3,NULL,NULL,Transform,"Each other creature you control that's a Werewolf or a Wolf gets +1/+1.\nAt the beginning of your end step, create a 2/2 green Wolf creature token.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Howlpack Alpha.",NULL
172,5d4f97b9-996a-4203-8a08-e65db85d3e19,art_series,Ingenious Infiltrator,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,5d9e999f-7033-4ccd-933a-eac4105b3edc,double_faced_token,Vampire,Token,NULL,NULL,NULL,NULL,Flying,NULL,NULL
174,5da58367-4a96-46d7-bd27-ef85979e5d23,art_series,"Omnath, Locus of Creation",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,5dfa0e82-da04-418b-9c60-038f3c2c31a5,modal_dfc,Boulderloft Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {W}.,NULL
176,5e3c90fd-eefe-4617-990c-c19624421205,art_series,Throes of Chaos,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177,5e5288f2-b27e-4009-b537-d19f61b34c4a,modal_dfc,Timbercrown Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {G}.,NULL
178,5f233ff1-5a4a-47d3-b3d5-6a00a7a00732,transform,Conqueror's Foothold,Land,NULL,NULL,NULL,NULL,Crew,"(Transforms from Conqueror's Galleon.)\n{T}: Add {C}.\n{2}, {T}: Draw a card, then discard a card.\n{4}, {T}: Draw a card.\n{6}, {T}: Return target card from your graveyard to your hand.",NULL
179,5f411f08-45dd-4d73-8894-daf51c175150,modal_dfc,Beyeen Coast,Land,NULL,NULL,NULL,NULL,NULL,Beyeen Coast enters the battlefield tapped.\n{T}: Add {U}.,"""Stay close to my light. You don't want to get lost on the rocks.""\n -- Jejenar, Silundi lullmage"
180,5f8c2114-edab-4603-893e-df8c77ae604f,modal_dfc,"Agadeem, the Undercrypt",Land,NULL,NULL,NULL,NULL,NULL,"As Agadeem, the Undercrypt enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {B}.","""Here below the hedron fields, souls and secrets lie entombed.""\n -- Vivias, Witch Vessel"
181,609d3ecf-f88d-4268-a8d3-4bf2bcf5df60,modal_dfc,Malakir Mire,Land,NULL,NULL,NULL,NULL,NULL,Malakir Mire enters the battlefield tapped.\n{T}: Add {B}.,"""Getting into Malakir isn't difficult. It's getting out that's the hard part.""\n -- Doros, expedition guide"
182,60ca146d-4e88-4e87-a775-9cfbc9e6b9f2,double_faced_token,Elemental,Token Creature -- Elemental,0,1,NULL,NULL,NULL,"At the beginning of your upkeep, sacrifice this creature and return target card named Rekindling Phoenix from your graveyard to the battlefield. It gains haste until end of turn.",NULL
183,610def80-1303-488e-bfd9-4a27f031d20e,double_faced_token,Beast,Token,NULL,NULL,NULL,NULL,NULL,NULL,NULL
184,6151cae7-92a4-4891-a952-21def412d3e4,transform,Rampaging Werewolf,Creature -- Werewolf,6,4,NULL,NULL,Transform,"At the beginning of each upkeep, if a player cast two or more spells last turn, transform Rampaging Werewolf.","""Just look at him, groveling on all fours! What a pathetic -- uh-oh."""
185,61bd69ea-1e9e-46b0-b1a1-ed7fdbe3deb6,modal_dfc,"Turntimber, Serpentine Wood",Land,NULL,NULL,NULL,NULL,NULL,"As Turntimber, Serpentine Wood enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {G}.","""The trees here twist around spikes of mana, feeding off the flowing power.""\n -- Jori En, expedition leader"
186,637b8138-696b-45c6-822d-d5fd4f128b59,art_series,Warteye Witch,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,63b2b7cd-a51d-4e50-b794-a52731196973,transform,"Nissa, Sage Animist",Legendary Planeswalker -- Nissa,NULL,NULL,3,NULL,NULL,"+1: Reveal the top card of your library. If it's a land card, put it onto the battlefield. Otherwise, put it into your hand.\n -- 2: Create Ashaya, the Awoken World, a legendary 4/4 green Elemental creature token.\n -- 7: Untap up to six target lands. They become 6/6 Elemental creatures. They're still lands.",NULL
188,64213cc2-e8f3-431c-841b-3686e08cada2,art_series,"Moraug, Fury of Akoum",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189,6473e356-2685-4f91-ab42-cca8c6be0816,transform,"Gideon, Battle-Forged",Legendary Planeswalker -- Gideon,NULL,NULL,3,NULL,NULL,"+2: Up to one target creature an opponent controls attacks Gideon, Battle-Forged during its controller's next turn if able.\n+1: Until your next turn, target creature gains indestructible. Untap that creature.\n0: Until end of turn, Gideon, Battle-Forged becomes a 4/4 Human Soldier creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn.",NULL
190,64f4dc68-060b-4c63-8f43-00f53c52a251,double_faced_token,Soldier,Token Creature -- Soldier,1,1,NULL,NULL,Lifelink,Lifelink,NULL
191,6559047e-6ede-4815-a3a0-389062094f9d,modal_dfc,Pillarverge Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {W}.,"""The oxen here take an almost feline delight in pushing things over the edge.""\n -- Akiri, kor line-slinger"
192,66d9d524-3611-48d9-86c9-48e509e8ae70,transform,"Metzali, Tower of Triumph",Legendary Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Path of Mettle.)\n{T}: Add one mana of any color.\n{1}{R}, {T}: Metzali, Tower of Triumph deals 2 damage to each opponent.\n{2}{W}, {T}: Choose a creature at random that attacked this turn. Destroy that creature.",NULL
193,6729fe3e-2ba2-4311-a566-4043b2586015,art_series,Headless Specter,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
194,67f4c93b-080c-4196-b095-6a120a221988,modal_dfc,"Agadeem, the Undercrypt",Land,NULL,NULL,NULL,NULL,NULL,"As Agadeem, the Undercrypt enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {B}.","""Here below the hedron fields, souls and secrets lie entombed.""\n -- Vivias, Witch Vessel"
195,683af377-c491-4f62-900c-6b83d75c33c9,transform,Withengar Unbound,Legendary Creature -- Demon,13,13,NULL,NULL,"Flying,Transform,Trample,Equip,Intimidate","Flying, intimidate, trample (A creature with intimidate can't be blocked except by artifact creatures and/or creatures that share a color with it.)\nWhenever a player loses the game, put thirteen +1/+1 counters on Withengar Unbound.","""There are not enough lives on Innistrad to satisfy his thirst for retribution."""
196,685b0777-b4e1-4c85-ad35-524024cb3a71,transform,Howlpack Alpha,Creature -- Werewolf,3,3,NULL,NULL,Transform,"Each other creature you control that's a Werewolf or a Wolf gets +1/+1.\nAt the beginning of your end step, create a 2/2 green Wolf creature token.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Howlpack Alpha.",NULL
197,6a58022b-a2fa-45bf-99a0-3c6159c6c897,art_series,Smoke Shroud,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,6a828e7d-98c5-4a7e-8039-383a1b8b9b65,art_series,Maddening Cacophony,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
199,6ab66344-4959-4c7b-8828-b1a89b274e0b,transform,"Nicol Bolas, the Arisen",Legendary Planeswalker -- Bolas,NULL,NULL,7,NULL,Flying,"+2: Draw two cards.\n -- 3: Nicol Bolas, the Arisen deals 10 damage to target creature or planeswalker.\n -- 4: Put target creature or planeswalker card from a graveyard onto the battlefield under your control.\n -- 12: Exile all but the bottom card of target player's library.",NULL
200,6ab67098-d3d5-4799-ae03-c734244f370e,transform,Gatstaf Ravagers,Creature -- Werewolf,6,5,NULL,NULL,"Transform,Menace","Menace (This creature can't be blocked except by two or more creatures.)\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Gatstaf Ravagers.",NULL
201,6aef77b3-4b38-4902-9f7a-dc18b5bb9da9,transform,Archdemon of Greed,Creature -- Demon,9,9,NULL,NULL,"Flying,Transform,Trample","Flying, trample\nAt the beginning of your upkeep, sacrifice a Human. If you can't, tap Archdemon of Greed and it deals 9 damage to you.","""The price is paid. The power is mine!"""
202,6b6231e8-8eed-4bf8-acbe-9c006b119346,transform,"Arlinn, Embraced by the Moon",Legendary Planeswalker -- Arlinn,NULL,NULL,NULL,NULL,Transform,"+1: Creatures you control get +1/+1 and gain trample until end of turn.\n -- 1: Arlinn, Embraced by the Moon deals 3 damage to any target. Transform Arlinn, Embraced by the Moon.\n -- 6: You get an emblem with ""Creatures you control have haste and '{T}: This creature deals damage equal to its power to any target.'"" ",NULL
203,6c200ef1-ea08-48d4-ab50-77940a0e08c3,transform,One of the Pack,Creature -- Werewolf,5,6,NULL,NULL,Transform,"At the beginning of each upkeep, if a player cast two or more spells last turn, transform One of the Pack.","""When the howl beckons, he cannot resist the urge to join the others."""
204,6efd7a6b-4814-42e6-b0b4-a1e427419352,art_series,Nissa of Shadowed Boughs 1,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
205,6f35e364-81d9-4888-993b-acc7a53d963c,transform,Moonscarred Werewolf,Creature -- Werewolf,2,2,NULL,NULL,"Vigilance,Transform","Vigilance\n{T}: Add {G}{G}.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Moonscarred Werewolf.",""". . . and I will bring the fury of the wild back to my village."""
206,6f8cfcb8-6be2-4417-94dc-5d734682aaa4,art_series,Nahiri's Binding,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207,70367e3e-638e-42aa-9433-c9c408de4213,art_series,"Nahiri, Heir of the Ancients 1",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
208,70f1f745-9fc2-41a6-9d39-fb4964595cf5,double_faced_token,Elemental,Token,NULL,NULL,NULL,NULL,NULL,NULL,NULL
209,719aedc1-f185-41de-9957-8aec723eba5f,art_series,Goblin Matron,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210,72887f7f-4156-4b88-aef5-b96dea57903e,transform,Archdemon of Greed,Creature -- Demon,9,9,NULL,NULL,"Flying,Transform,Trample","Flying, trample\nAt the beginning of your upkeep, sacrifice a Human. If you can't, tap Archdemon of Greed and it deals 9 damage to you.",NULL
211,72b45263-d4e9-4a53-a78b-be651e18b615,double_faced_token,Elemental,Token,NULL,NULL,NULL,NULL,NULL,NULL,NULL
212,738ebafa-04be-4ba9-ae65-5f85e00c645a,modal_dfc,Boulderloft Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {W}.,NULL
213,745bc36e-95c7-4ad5-8e25-38cf7207a626,art_series,Canopy Baloth,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
214,74d905a8-6330-4d9e-8e46-6de75ff79a50,art_series,First Sliver's Chosen,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
215,750e7f1e-2922-47e6-9ee9-3401da4e648a,art_series,Grove of the Burnwillows,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
216,75240bbc-adc7-48ff-9523-c79776d710d3,modal_dfc,Kazuul's Cliffs,Land,NULL,NULL,NULL,NULL,NULL,Kazuul's Cliffs enters the battlefield tapped.\n{T}: Add {R}.,"""The path up the cliffs is noting but steep switchbacks and rickety lifts, made by elves, maintained by humans, and guarded by ogres. But it's the best way into the heart of Murasa.""\n -- Samila, Murasa Expeditionary House"
217,782ca27f-9f18-476c-b582-89c06fb2e322,modal_dfc,Song-Mad Ruins,Land,NULL,NULL,NULL,NULL,NULL,Song-Mad Ruins enters the battlefield tapped.\n{T}: Add {R}.,"""They call it the Singing City, but those eerie sounds aren't music. They worm their way into your brain until rational thought is impossible.""\n -- Yavotz, Sea Gate Expeditionary House"
218,78792607-0872-4de4-a9d8-92f1d58f4a71,modal_dfc,Lavaglide Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {R}.,NULL
219,789b7b03-de7d-4e62-a0fa-3970e1df5378,modal_dfc,Pillarverge Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {W}.,"""The oxen here take an almost feline delight in pushing things over the edge.""\n -- Akiri, kor line-slinger"
220,7a8ccf79-cf31-4d24-9bee-eec0df421ae5,art_series,Seachrome Coast,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,7ac2a5aa-71c3-482b-9431-5f0b228cf64d,transform,Wayward Disciple,Creature -- Human Cleric,2,4,NULL,NULL,Transform,"Whenever Wayward Disciple or another creature you control dies, target opponent loses 1 life and you gain 1 life.",""". . . and I will prove my devotion."""
